Border,Date,Measure,Value,Average
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,12200002,14044657.0
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Full,394125,134187.0
US-Mexico Border,04/01/2018 12:00:00 AM,Pedestrians,3860744,3120322.0
US-Canada Border,04/01/2018 12:00:00 AM,Trucks,501741,419175.0
US-Canada Border,04/01/2018 12:00:00 AM,Trains,1969,2440.0
US-Mexico Border,04/01/2018 12:00:00 AM,Buses,13658,9474.0
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Empty,146387,106850.0
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Empty,48490,12631.0
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicles,6505841,5222237.0
US-Mexico Border,04/01/2018 12:00:00 AM,Trains,902,644.0
US-Canada Border,04/01/2018 12:00:00 AM,Pedestrians,22471,18537.0
US-Mexico Border,04/01/2018 12:00:00 AM,Trucks,542965,255176.0
US-Canada Border,04/01/2018 12:00:00 AM,Bus Passengers,116462,162064.0
US-Mexico Border,04/01/2018 12:00:00 AM,Bus Passengers,122823,137847.0
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Full,145538,31860.0
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Full,39412,12493.0
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Empty,69628,9791.0
US-Mexico Border,04/01/2018 12:00:00 AM,Train Passengers,826,1000.0
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,4060908,6136398.0
US-Canada Border,03/01/2018 12:00:00 AM,Bus Passengers,108766,162064.0
US-Canada Border,03/01/2018 12:00:00 AM,Trucks,500026,419175.0
US-Canada Border,03/01/2018 12:00:00 AM,Personal Vehicles,2114557,2489564.0
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicle Passengers,12693029,14044657.0
US-Canada Border,03/01/2018 12:00:00 AM,Trains,1996,2440.0
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Empty,69369,9791.0
US-Mexico Border,03/01/2018 12:00:00 AM,Personal Vehicles,6692650,5222237.0
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Empty,147407,106850.0
US-Canada Border,03/01/2018 12:00:00 AM,Pedestrians,20736,18537.0
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Full,365815,177702.0
US-Canada Border,03/01/2018 12:00:00 AM,Buses,4862,8399.0
US-Canada Border,03/01/2018 12:00:00 AM,Truck Containers Empty,145042,24091.0
US-Mexico Border,03/01/2018 12:00:00 AM,Trains,916,644.0
US-Mexico Border,03/01/2018 12:00:00 AM,Pedestrians,4177442,3120322.0
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Empty,45740,12631.0
US-Canada Border,03/01/2018 12:00:00 AM,Rail Containers Full,156833,31860.0
US-Mexico Border,03/01/2018 12:00:00 AM,Bus Passengers,153794,137847.0
US-Mexico Border,03/01/2018 12:00:00 AM,Truck Containers Full,392261,134187.0
US-Mexico Border,03/01/2018 12:00:00 AM,Rail Containers Full,46011,12493.0
US-Canada Border,03/01/2018 12:00:00 AM,Train Passengers,12891,12803.0
US-Mexico Border,03/01/2018 12:00:00 AM,Trucks,534661,255176.0
US-Mexico Border,03/01/2018 12:00:00 AM,Buses,12356,9474.0
US-Mexico Border,03/01/2018 12:00:00 AM,Train Passengers,823,1000.0
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,3022028,6136398.0
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,1666594,2489564.0
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,326173,177702.0
US-Mexico Border,02/01/2018 12:00:00 AM,Buses,11504,9474.0
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Empty,136474,106850.0
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,57667,9791.0
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Empty,41810,12631.0
US-Canada Border,02/01/2018 12:00:00 AM,Trucks,448194,419175.0
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,131612,24091.0
US-Canada Border,02/01/2018 12:00:00 AM,Trains,1712,2440.0
US-Mexico Border,02/01/2018 12:00:00 AM,Pedestrians,3526195,3120322.0
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,8544,12803.0
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,12936,18537.0
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,85214,162064.0
US-Canada Border,02/01/2018 12:00:00 AM,Buses,4294,8399.0
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,136507,31860.0
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,10888482,14044657.0
US-Mexico Border,02/01/2018 12:00:00 AM,Bus Passengers,106763,137847.0
US-Mexico Border,02/01/2018 12:00:00 AM,Trucks,491399,255176.0
US-Mexico Border,02/01/2018 12:00:00 AM,Truck Containers Full,351568,134187.0
US-Mexico Border,02/01/2018 12:00:00 AM,Personal Vehicles,5903899,5222237.0
US-Mexico Border,02/01/2018 12:00:00 AM,Trains,827,644.0
US-Mexico Border,02/01/2018 12:00:00 AM,Train Passengers,688,1000.0
US-Mexico Border,02/01/2018 12:00:00 AM,Rail Containers Full,39167,12493.0
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicles,1749770,2489564.0
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Full,358320,134187.0
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Empty,58613,9791.0
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Full,36140,12493.0
US-Canada Border,01/01/2018 12:00:00 AM,Pedestrians,12571,18537.0
US-Canada Border,01/01/2018 12:00:00 AM,Trucks,475119,419175.0
US-Canada Border,01/01/2018 12:00:00 AM,Buses,4256,8399.0
US-Canada Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,3129055,6136398.0
US-Canada Border,01/01/2018 12:00:00 AM,Rail Containers Full,147156,31860.0
US-Mexico Border,01/01/2018 12:00:00 AM,Train Passengers,823,1000.0
US-Canada Border,01/01/2018 12:00:00 AM,Bus Passengers,77412,162064.0
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Empty,134554,24091.0
US-Canada Border,01/01/2018 12:00:00 AM,Train Passengers,10821,12803.0
US-Canada Border,01/01/2018 12:00:00 AM,Truck Containers Full,350657,177702.0
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicles,6406861,5222237.0
US-Mexico Border,01/01/2018 12:00:00 AM,Buses,13411,9474.0
US-Mexico Border,01/01/2018 12:00:00 AM,Trains,899,644.0
US-Mexico Border,01/01/2018 12:00:00 AM,Pedestrians,3731985,3120322.0
US-Mexico Border,01/01/2018 12:00:00 AM,Bus Passengers,158723,137847.0
US-Mexico Border,01/01/2018 12:00:00 AM,Rail Containers Empty,45826,12631.0
US-Mexico Border,01/01/2018 12:00:00 AM,Personal Vehicle Passengers,12138597,14044657.0
US-Canada Border,01/01/2018 12:00:00 AM,Trains,1890,2440.0
US-Mexico Border,01/01/2018 12:00:00 AM,Truck Containers Empty,155604,106850.0
US-Mexico Border,01/01/2018 12:00:00 AM,Trucks,517144,255176.0
US-Mexico Border,12/01/2017 12:00:00 AM,Pedestrians,4084983,3120322.0
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Full,144333,31860.0
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Empty,119996,24091.0
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,3918120,6136398.0
US-Mexico Border,12/01/2017 12:00:00 AM,Trucks,465722,255176.0
US-Canada Border,12/01/2017 12:00:00 AM,Personal Vehicles,2033658,2489564.0
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Empty,142113,106850.0
US-Canada Border,12/01/2017 12:00:00 AM,Pedestrians,16585,18537.0
US-Canada Border,12/01/2017 12:00:00 AM,Truck Containers Full,303972,177702.0
US-Mexico Border,12/01/2017 12:00:00 AM,Train Passengers,1011,1000.0
US-Canada Border,12/01/2017 12:00:00 AM,Bus Passengers,101295,162064.0
US-Canada Border,12/01/2017 12:00:00 AM,Trucks,415723,419175.0
US-Canada Border,12/01/2017 12:00:00 AM,Trains,1778,2440.0
US-Canada Border,12/01/2017 12:00:00 AM,Train Passengers,13308,12803.0
US-Canada Border,12/01/2017 12:00:00 AM,Buses,4199,8399.0
US-Canada Border,12/01/2017 12:00:00 AM,Rail Containers Empty,58486,9791.0
US-Mexico Border,12/01/2017 12:00:00 AM,Bus Passengers,153202,137847.0
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicles,6604570,5222237.0
US-Mexico Border,12/01/2017 12:00:00 AM,Personal Vehicle Passengers,12939220,14044657.0
US-Mexico Border,12/01/2017 12:00:00 AM,Truck Containers Full,320329,134187.0
US-Mexico Border,12/01/2017 12:00:00 AM,Trains,918,644.0
US-Mexico Border,12/01/2017 12:00:00 AM,Buses,14483,9474.0
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Empty,43734,12631.0
US-Mexico Border,12/01/2017 12:00:00 AM,Rail Containers Full,39599,12493.0
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,358016,134187.0
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,135585,24091.0
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,137698,137847.0
US-Canada Border,11/01/2017 12:00:00 AM,Buses,4930,8399.0
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,106550,162064.0
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,20077,18537.0
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,513361,255176.0
US-Canada Border,11/01/2017 12:00:00 AM,Trains,1872,2440.0
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,367342,177702.0
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,3630353,6136398.0
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2002198,2489564.0
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,64178,9791.0
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,493062,419175.0
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,150965,106850.0
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,11928122,14044657.0
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,3846738,3120322.0
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,13786,9474.0
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,13675,12803.0
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,6369244,5222237.0
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,147252,31860.0
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,49157,12631.0
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,800,1000.0
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,934,644.0
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,41351,12493.0
US-Canada Border,10/01/2017 12:00:00 AM,Trucks,505480,419175.0
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Full,384348,177702.0
US-Canada Border,10/01/2017 12:00:00 AM,Pedestrians,57404,18537.0
US-Canada Border,10/01/2017 12:00:00 AM,Truck Containers Empty,131890,24091.0
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicles,2243138,2489564.0
US-Mexico Border,10/01/2017 12:00:00 AM,Buses,14484,9474.0
US-Canada Border,10/01/2017 12:00:00 AM,Bus Passengers,169178,162064.0
US-Mexico Border,10/01/2017 12:00:00 AM,Pedestrians,3749935,3120322.0
US-Canada Border,10/01/2017 12:00:00 AM,Trains,1934,2440.0
US-Canada Border,10/01/2017 12:00:00 AM,Train Passengers,16240,12803.0
US-Canada Border,10/01/2017 12:00:00 AM,Buses,6614,8399.0
US-Canada Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,4105894,6136398.0
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Full,153148,31860.0
US-Mexico Border,10/01/2017 12:00:00 AM,Trucks,536285,255176.0
US-Canada Border,10/01/2017 12:00:00 AM,Rail Containers Empty,68192,9791.0
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Empty,160771,106850.0
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicles,6567955,5222237.0
US-Mexico Border,10/01/2017 12:00:00 AM,Bus Passengers,126181,137847.0
US-Mexico Border,10/01/2017 12:00:00 AM,Truck Containers Full,372257,134187.0
US-Mexico Border,10/01/2017 12:00:00 AM,Trains,1027,644.0
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Empty,49780,12631.0
US-Mexico Border,10/01/2017 12:00:00 AM,Personal Vehicle Passengers,12145354,14044657.0
US-Mexico Border,10/01/2017 12:00:00 AM,Rail Containers Full,45513,12493.0
US-Mexico Border,10/01/2017 12:00:00 AM,Train Passengers,999,1000.0
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Empty,153489,106850.0
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Empty,132864,24091.0
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicles,2425684,2489564.0
US-Canada Border,09/01/2017 12:00:00 AM,Bus Passengers,195397,162064.0
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,11518284,14044657.0
US-Canada Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,4569811,6136398.0
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Full,337455,134187.0
US-Canada Border,09/01/2017 12:00:00 AM,Truck Containers Full,355731,177702.0
US-Mexico Border,09/01/2017 12:00:00 AM,Bus Passengers,115717,137847.0
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicles,6233052,5222237.0
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Full,141462,31860.0
US-Canada Border,09/01/2017 12:00:00 AM,Trains,1904,2440.0
US-Mexico Border,09/01/2017 12:00:00 AM,Buses,13285,9474.0
US-Canada Border,09/01/2017 12:00:00 AM,Buses,8634,8399.0
US-Canada Border,09/01/2017 12:00:00 AM,Train Passengers,29330,12803.0
US-Mexico Border,09/01/2017 12:00:00 AM,Train Passengers,885,1000.0
US-Canada Border,09/01/2017 12:00:00 AM,Pedestrians,49540,18537.0
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Full,39622,12493.0
US-Canada Border,09/01/2017 12:00:00 AM,Rail Containers Empty,65431,9791.0
US-Mexico Border,09/01/2017 12:00:00 AM,Pedestrians,3276482,3120322.0
US-Mexico Border,09/01/2017 12:00:00 AM,Trucks,493093,255176.0
US-Canada Border,09/01/2017 12:00:00 AM,Trucks,478231,419175.0
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Empty,45642,12631.0
US-Mexico Border,09/01/2017 12:00:00 AM,Trains,912,644.0
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,42851,12631.0
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,378644,177702.0
US-Canada Border,08/01/2017 12:00:00 AM,Trains,1903,2440.0
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,6250197,6136398.0
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,67070,9791.0
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,144179,31860.0
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,148344,24091.0
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,361603,134187.0
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,72595,18537.0
US-Canada Border,08/01/2017 12:00:00 AM,Trucks,515625,419175.0
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,242143,162064.0
US-Canada Border,08/01/2017 12:00:00 AM,Buses,10129,8399.0
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2969278,2489564.0
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,12274160,14044657.0
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,896,1000.0
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,3485501,3120322.0
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,46500,12803.0
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,160286,106850.0
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,42747,12493.0
US-Mexico Border,08/01/2017 12:00:00 AM,Trucks,523705,255176.0
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,178102,137847.0
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,6512489,5222237.0
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,960,644.0
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,14477,9474.0
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Empty,152954,106850.0
US-Canada Border,07/01/2017 12:00:00 AM,Trucks,461295,419175.0
US-Canada Border,07/01/2017 12:00:00 AM,Bus Passengers,241711,162064.0
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,6174114,6136398.0
US-Mexico Border,07/01/2017 12:00:00 AM,Truck Containers Full,327647,134187.0
US-Canada Border,07/01/2017 12:00:00 AM,Pedestrians,73810,18537.0
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Full,345253,177702.0
US-Canada Border,07/01/2017 12:00:00 AM,Truck Containers Empty,126212,24091.0
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Full,135594,31860.0
US-Canada Border,07/01/2017 12:00:00 AM,Personal Vehicles,2990171,2489564.0
US-Mexico Border,07/01/2017 12:00:00 AM,Trucks,481582,255176.0
US-Canada Border,07/01/2017 12:00:00 AM,Buses,10274,8399.0
US-Canada Border,07/01/2017 12:00:00 AM,Trains,1859,2440.0
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Empty,45844,12631.0
US-Mexico Border,07/01/2017 12:00:00 AM,Pedestrians,3501740,3120322.0
US-Canada Border,07/01/2017 12:00:00 AM,Rail Containers Empty,67724,9791.0
US-Canada Border,07/01/2017 12:00:00 AM,Train Passengers,45282,12803.0
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicles,6537424,5222237.0
US-Mexico Border,07/01/2017 12:00:00 AM,Personal Vehicle Passengers,12868851,14044657.0
US-Mexico Border,07/01/2017 12:00:00 AM,Bus Passengers,199915,137847.0
US-Mexico Border,07/01/2017 12:00:00 AM,Buses,15376,9474.0
US-Mexico Border,07/01/2017 12:00:00 AM,Rail Containers Full,42492,12493.0
US-Mexico Border,07/01/2017 12:00:00 AM,Trains,953,644.0
US-Mexico Border,07/01/2017 12:00:00 AM,Train Passengers,834,1000.0
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Empty,154521,24091.0
US-Mexico Border,06/01/2017 12:00:00 AM,Bus Passengers,132685,137847.0
US-Canada Border,06/01/2017 12:00:00 AM,Buses,10443,8399.0
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Empty,156613,106850.0
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicles,2472936,2489564.0
US-Canada Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,4487700,6136398.0
US-Mexico Border,06/01/2017 12:00:00 AM,Buses,14379,9474.0
US-Canada Border,06/01/2017 12:00:00 AM,Trucks,512687,419175.0
US-Mexico Border,06/01/2017 12:00:00 AM,Truck Containers Full,369940,134187.0
US-Canada Border,06/01/2017 12:00:00 AM,Truck Containers Full,369320,177702.0
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Full,137611,31860.0
US-Mexico Border,06/01/2017 12:00:00 AM,Pedestrians,3255587,3120322.0
US-Canada Border,06/01/2017 12:00:00 AM,Bus Passengers,211001,162064.0
US-Canada Border,06/01/2017 12:00:00 AM,Pedestrians,51719,18537.0
US-Mexico Border,06/01/2017 12:00:00 AM,Train Passengers,909,1000.0
US-Canada Border,06/01/2017 12:00:00 AM,Trains,1871,2440.0
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicles,6320366,5222237.0
US-Mexico Border,06/01/2017 12:00:00 AM,Trucks,527022,255176.0
US-Mexico Border,06/01/2017 12:00:00 AM,Personal Vehicle Passengers,11731813,14044657.0
US-Canada Border,06/01/2017 12:00:00 AM,Rail Containers Empty,65420,9791.0
US-Canada Border,06/01/2017 12:00:00 AM,Train Passengers,40134,12803.0
US-Mexico Border,06/01/2017 12:00:00 AM,Trains,975,644.0
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Full,45191,12493.0
US-Mexico Border,06/01/2017 12:00:00 AM,Rail Containers Empty,46129,12631.0
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicles,2216491,2489564.0
US-Canada Border,05/01/2017 12:00:00 AM,Trucks,527854,419175.0
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,12088275,14044657.0
US-Canada Border,05/01/2017 12:00:00 AM,Bus Passengers,194863,162064.0
US-Canada Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,3907196,6136398.0
US-Mexico Border,05/01/2017 12:00:00 AM,Trucks,526011,255176.0
US-Canada Border,05/01/2017 12:00:00 AM,Rail Containers Empty,68963,9791.0
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Empty,196574,24091.0
US-Canada Border,05/01/2017 12:00:00 AM,Trains,1947,2440.0
US-Canada Border,05/01/2017 12:00:00 AM,Buses,9078,8399.0
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicles,6586937,5222237.0
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Full,475164,134187.0
US-Mexico Border,05/01/2017 12:00:00 AM,Buses,13577,9474.0
US-Mexico Border,05/01/2017 12:00:00 AM,Pedestrians,3542039,3120322.0
US-Canada Border,05/01/2017 12:00:00 AM,Truck Containers Full,497746,177702.0
US-Canada Border,05/01/2017 12:00:00 AM,Train Passengers,28535,12803.0
US-Mexico Border,05/01/2017 12:00:00 AM,Bus Passengers,134569,137847.0
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Empty,206516,106850.0
US-Canada Border,05/01/2017 12:00:00 AM,Pedestrians,35628,18537.0
US-Mexico Border,05/01/2017 12:00:00 AM,Train Passengers,880,1000.0
